parent_smiles,metabolite_smiles
CC(O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,CC(O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
COc1cc(C(O)C=O)ccc1O,COc1cc([C@@H](O)CN)ccc1O
O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
CCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CC(C)(COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CCCCCCCCC(=O)[O-],CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(OP(=O)([O-])[O-])C1O)C(O)C([O-])=NCCC([O-])=NCCSC(=O)CC(O)CCCCCCC(=O)[O-]
[H]/N=c1\nc([O-])c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])O3)c2[nH]1,[H]/N=c1/ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O2)c([O-])n1
CC(=O)OCC(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(C)=O,CC(=O)OCC(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O)OC(C)=O
CCCCC[C@H](O)C=C[C@@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],CCCCCC(=O)C=C[C@@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-]
O=P([O-])([O-])OC[C@@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O
O=CCCC(=O)O,O=C(O)CCC(=O)O
[H]/N=C(\O)C[C@H](N)C(=O)O,N[C@@H](CS)C(=O)O
[H]/N=c1\nc([O-])c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O3)c2[nH]1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
CCCCCCCCCCCCCC(=O)CC(=O)SC,CCCCCCCCCCCCCC(=O)SC
O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,O=C(O)C(c1ccccc1)C1CCCCN1
CCCCCCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)[O-],CCCCC/C=C\CC1OC1C/C=C\C/C=C\CCCC(=O)[O-]
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCCC[C@@H]2SCC3NC(=O)NC32)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,COP(=S)(OC)SC(CC(=O)O)C(=O)O
CC12CCC3C(CC=C4CC(O)CCC43C)C1CC(O)C2=O,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CC(O)C2=O
CN1C(=O)OC(C)(C)C1=O,CC1(C)OC(=O)N=C1O
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C[C@@]12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CC[C@H]2O
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,NC(CCC(=O)NC(CSC1C=Cc2ccccc2C1O)C(=O)NCC(=O)O)C(=O)O
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)N[C@H]2CCCC[C@@H]2O)cc1
CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
CCCCCC=CCC=CC=CC=C[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-],CCCCCC=CCC=CC=CC=C[C@@H](SC[C@H]([NH3+])C(=O)[O-])[C@@H](O)CCCC(=O)[O-]
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CC[C@H](N2C(=O)C3=CC4OC4C=C3C2=O)C(=O)N1
COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(C(C#N)(CCCNCCc2ccc(OC)c(OC)c2)C(C)C)cc1O
O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O
Nc1nc2[nH]cnc2c(=O)[nH]1,Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1
CC(=O)[C@@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C
NNc1n[nH]c(=O)c2ccccc12,CC(=O)NNc1n[nH]c(=O)c2ccccc12
O=C1NC(=O)C(Cc2ccc(OCCNc3ncccc3O)cc2)S1,O=C1NC(=O)C(Cc2ccc(OCCNc3ncccc3OS(=O)(=O)O)cc2)S1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1C[C@H](O)[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C\C=C\C(C)=C/CO[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1
C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C
O=C([O-])CCC(=O)C(=O)[O-],N[C@@H](CCCC(=O)[O-])C(=O)O
Nc1nc(N)[nH]c(=O)n1,Nc1nc([O-])[nH]c(=O)n1
N[C@@H](Cc1c[nH]cn1)C(=O)O,Cn1cncc1CC(N)C(=O)O
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
CCn1c(=O)c2c(nc(/C=C/c3ccc(O)c(OC)c3)n2C)n(CC)c1=O,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c3)n2C)n(CC)c1=O
[H]/N=C(\N)NCCC[C@H](N=C(O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])Cc1ccccc1)C(=O)O,[H]/N=C(\N)NCCC[C@H]([NH3+])C(=O)O
OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
COc1cccc(C(=O)O)c1N,Nc1c(O)cccc1C(=O)O
ON=NCCCC(O)c1cccnc1,OCCCC(O)c1cccnc1
CC(C)=CCC/C(C)=C/Cc1cc(C(=O)O)ccc1O,O=C(O)c1ccc(O)cc1
N[C@@H](CS)C(=O)O,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]
CC(C)C[C@H](N=C(O)[C@@H](CCC(=O)[O-])N=C(O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
CCCCC/C=C\CC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCC/C=C\CC[C@H](O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,CN1C(=O)C[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1C1(OC2OC(O)C(O)C(O)C2O)Nc2ccccc2N1
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@@H]([NH3+])CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
O=Cc1ccccc1,O=C(O)c1ccccc1
COC(=O)C(c1ccccc1)C1CCCCN1,O=C(O)C(c1ccccc1)C1CCCCN1
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CN(C)CC/C=C1/c2ccccc2CC(O)c2ccccc21
C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C)C1CC[C@@H]2C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12
CC(=O)Oc1ccc(O)cc1,Oc1ccc(O)cc1
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O[C@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O
CSC(=O)CC(=O)O,CCCCCCCC(=O)CC(=O)SC
CC(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H]1O)OC(C)=O,CC(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@H]1O)OC(C)=O
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3[C@@H](O)CC[C@H]3C2)cc1
CC(CCC[C@@H](C)C1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O)C(=O)O,CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
COc1ccc2ccc3cccc4ccc1c2c34,Oc1ccc2ccc3cccc4ccc1c2c34
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CCCCCCC=CCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CCCC1OC2CC3C4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
CCC(CO)(NC)c1ccccc1,CCC(N)(CO)c1ccccc1
O=P([O-])([O-])OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,Cn1c(C(O)CCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
C=C(C)C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(CO)C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)CN2,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1
O=C([O-])C(=O)Cc1ccccc1,O=C([O-])/C(O)=C/c1ccccc1
NCCc1ccccc1,O=C(O)Cc1ccccc1
[H]/N=C(/O)Cc1c[nH]c2ccccc12,O=C([O-])Cc1c[nH]c2ccccc12
[H]/N=C(\O)C[C@H](N)C(=O)O,[H]/N=C(/O)CC[C@H](N)C(=O)O
N[C@@H](Cc1ccc(O)cc1)C(=O)O,[NH3+]CCc1ccc(O)cc1
CC(C)C[C@H](N=C(O)CN)C(=O)O,CC(C)C[C@H](N=C(O)CN=C(O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O
[H]/N=C(\N)NCCC[C@H]([NH3+])C(O)=N[C@@H](Cc1cnc[nH]1)C(O)=N[C@H](C(=O)O)[C@@H](C)O,[H]/N=C(\N)NCCC[C@H]([NH3+])C(=O)O
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](C(C)O)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O
COc1ccc2[nH]cc(CCN=C(C)O)c2c1,COc1ccc(N=CO)c(C(=O)CCN=C(C)O)c1
CCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C/C(=C\CC[C@]1(C)CCc2c(C)c([O-])c(C)c(C)c2O1)CC/C=C(\C)C(=O)O,C/C(=C\CC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CCC(=O)[O-]
[NH3+][C@@H](Cc1ccc(Oc2ccc(O)c(I)c2)cc1)C(=O)[O-],[NH3+][C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1)C(=O)[O-]
CC(=O)OC(CO)CO,CC(=O)OC(CO)COP(=O)(O)O
Cc1cc(=O)c2ccccc2[nH]1,Cc1[nH]c2ccccc2c(=O)c1O
CC(=O)OCC(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O)OC(C)=O,CC(=O)OCC(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@H]1O)OC(C)=O
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,COC(=O)C1C(O)CC2CCC1N2C
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
CCCCCCCCCCCCCC=C[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-],CCCCCCCCCCCCCC=C[C@@H](O)[C@@H]([NH3+])CO
C1CCC2=C(C1)CCC2,OC1CCC2=C(CCC2)C1O
[NH3+]CCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1
O=C(O)[C@@H]1CCCN1,O=C(O)[C@@H]1CCC=N1
NCCCCCNCCCN,NCCCCCN
CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)[O-],CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)[O-])C[C@@H]21
O=P([O-])([O-])O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
CCCCCC=CCC=CC/C=C\C/C=C\CCCC(=O)OC(CO)CO,CCCCCC=CC[C@@H](C=CC=CCC=CCCCC(=O)OC(CO)CO)OO
CSCC[C@H]([NH3+])C(=O)[O-],[NH3+][C@@H](CCS)C(=O)[O-]
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,CC1(C)[C@H]2CC(=O)[C@]1(C)C[C@H]2O
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,CCC(=O)C1(c2ccc(O)c(O)c2)CCN(C)CC1
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CC(C)CCCC(C)CCCC(C)C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CN2,Nc1nc2c(c(=O)[nH]1)NC(C(=O)O)CN2
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1
CCCCCCC/C=C\CCCCCCCC(=O)O[C@@H]1CC[C@]2(C)C(=CCC3C2CC[C@]2(C)C3CCC2[C@@H](C)CCCC(C)C)C1,CCCCCC/C=C\CCCCCCCCC(=O)[O-]
O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC[C@@H](O)C3)cc2)cn1
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC
Nc1c(C(=O)[O-])ncn1[C@@H]1O[C@@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,Nc1c[nH+]cn1[C@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CNC(=O)O1,C[C@@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)OC(=O)N[C@@H]1O
CNC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)NC21)NC(C)=O,CNC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2C1NC(=O)N2C(=O)[O-])NC(C)=O
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2C3=CC[C@H]4[C@H](C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2C3=CC[C@@H]4[C@](C)(C(=O)[O-])[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C
CC(=O)CC(=O)[O-],CCC(O)C(=O)[O-]
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccc(O)cc1
[H]/N=c1/ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O2)c([O-])n1,[H]/N=c1\nc([O-])c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O3)c2[nH]1
NC(CCC=O)C(=O)O,NC(CCC(=O)O)C(=O)O
CCCCC/C=C\C/C=C\C=C\C(C/C=C\CCCC(=O)O)OO,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@H](CCC([O-])=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
CC(C)=CCC[C@@H](C)[C@@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,CC(C)CCC[C@@H](C)[C@@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3
